source,target,APlevel,value,clusterId,sourcefilename,targetfilename,clustersize,sourceTopWords,targetTopWords
doc447,e154,1,-1,6,Dollar__U.S._Data_Pressure_Stocks,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,dealers;traders;said;marks;holding;german;tape;stocks;production;u.s.;business;electronic;trading;stock;sell;company;prices;day;basf;dax,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc452,e154,1,-1,6,Bank__Property_Shares_Lift_Index,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,hong;seng;index;cents;investors;day;companies;kong;rates;hang;developers;shares;rose;hudgens;wynne;ltd.;cut;low;trading;china,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc454,e154,1,-1,6,Deluna_Is_Skeptical_of_Accord_With_Chechen_Rebel_L,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,president;20-month;additional;grozny;assessment.'';crabb;people;mr.;escalante;signing;declared;validity;agreement.;republic.;2011;trawick;saturday;rebel;chief;chechen,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc465,e154,1,-1,6,Amid_Delays__Mexican_Truckers_Stage_Protests_at_th,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,crossing;said;trade;mexican;truckers;state;officials;day;trucking;north;u.s.;trucks;crossings;laredo;operate;says;nuevo;bridge;border;customs,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc472,e154,1,-1,6,Bookshelf_Dazed_and_Confused,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,alienation.;the;ends;dry;heroine:;glide;vastpress;writer;people;(knopf;iago;galbreath's;sandpile;spiritual;joane;2011;slow;galbreath;novel;vastopolis,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc473,e154,1,-1,6,Doctors__Pay_Shrank_4%_in_1994;_Fall_Attributed_to,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,fell;said;dr.;data;health;physician;managed-care;doctor;managed;medical;pediatricians;primary-care;earnings.;income;generally;care;doctors;government;public;average,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc475,e154,1,-1,6,Americas_Stocks_End_Mixed;_Mexico_Falls_on_Profit_,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,sector;0.22;wednesday;else.;155.92;fell;index;frowned;fiscal;investors;products.;rallies.;dow;stocks;shares;jones;stock;market;americas;world,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc485,e154,1,-1,6,Computer_Hackers_Arrested,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,;using;dropouts;teens;security;explained;stealing;out.;terrorists.;arrested;break;materials;authorities;located;considering;richard;bank;year;ravage;happen,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc488,e154,1,-1,6,Deutsche_Telekom_Announces_Brace_of_Special_Incent,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,said;investors;germans;marks;billion;german;country's;shares;telecommunications;deutsche;sell;buying;money;survey;bank;telekom;special;telekom's;shares.;banks,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc491,e154,1,-1,6,Credit_Rating_Creates_Jitters,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,iraq.;sovereign;dealers;fell;index;million;second;persian;1.21;investors;billion;thailand;biggest;stocks;shares;baht;thailand's;dropped;finance;101,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc501,e154,1,-1,6,Dow_Jones_Appoints_Telerate_Executive,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,hong;region;press;editorial;greg;transaction;kong;managing;dow;served;l.;mr.;business;38;asian;news;editor;drury;jones;vast,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc502,e154,1,-1,6,BEC_Debut_Boosts_Market,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,dealers;total;million;said;investors;bec;billion;thailand;active;280;offering;stocks;shares;baht;initial;public;world;exchange;trading;shares.,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc508,e154,1,-1,6,Addenda,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,diversity;however;benefit;diverse;treatment;concern;determine;rights;country's;goal;title;non-remedial;school;racial;educational;vii;board's;policy;consistent;act,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc510,e154,1,-1,6,Blue_Chips_Lead_Market_Down,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,plans;index;subindex;fell;million;cents;lost;eased;fiscal;news;corp.;ended;oil;field;march;futures;2011;reporting;bank;year,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc521,e154,1,-1,6,City_to_Auction_Abandoned_Vehicles,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,auction;april;hold;pound.;vastpress;a.m.;city;20;2011;auto;uptown;vehicles;abandoned;vastopolis,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc526,e154,1,-1,6,Argentine_Stocks_Advance,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,psychologically;index;congress;500-point;thursday's;fiscal;investors;thursday;billion;economy;package;higher;continued;fate;close;shares;2011;government;points;spending,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc528,e154,1,-1,6,Courthouse_Bomb_Scare_Closes_Schools,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,;final;canceled;students;normal;nothing.however;took;disruption;received;violence.;assure;building.;city;fear.;schools;police;bomb;local;exams;vastopolis,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc533,e154,1,-1,6,Blue_Chips_Boost_Market,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,sector;traders;lower;ciba-geigy;added;injections;good;supports;sandoz;francs;1201.;swiss;gained;market;led;said.;chips;smh;bank;franc,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc536,e154,1,-1,6,Big_City_Crime_Down_Rural_Crime_Up,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,down.;rates;rural;city;went;incidents;fbi;crime;grew;areas;says;big;2010,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc546,e154,1,-1,6,Americas_Stocks_End_Mixed;_Mexico_Sets_Another_Rec,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,sector;0.23;155.54;wednesday;fell;index;second;congress.;package;dow;stocks;shares;rose;stock;jones;market;americas;session;world;trading,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc547,e154,1,-1,6,Compaq_Slashes_Prices_On_Some_of_Its_Products,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,professionals;need;prolinea;said;matched;corp.;compaq;priced;5150;computers;personal;new;compared;price;deskpro;color;introduced;prices;qvision;monitor,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc553,e154,1,-1,6,Auto_Makers_Ask_EPA_to_Help_Solve_Vehicle_Emission,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,requirement;vehicles;technology;said;electric;dispute;vehicles.;states;northeast;new;said;plan;advanced;auto;makers;year;vehicles;industry;zero-emissions;groups,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc555,e154,1,-1,6,Blue_Chips_Lead_Market_Lower,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,forecasts;fell;index;cents;employment;institutional;straits;35;thailand;s$7.35.;284;singapore;shares;gainers;stock;40;advanced;2011;foreign;group,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc560,e154,1,-1,6,Drug_Shares_Lead_Index_Higher,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,hartwig;insurance;shareholders;abb;holding's;index;added;holding;climbed;francs;cs;swiss;rose;market;adia;bank;franc;roche;ecco;shares.,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc561,e154,1,-1,6,Aetna_and_U.S._Healthcare_Complete__8_Billion_Merg,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,shareholders;cents;april;common;dividend;date;aetna;co.;u.s.;preferred;casualty;shares;share;stock;life;declared;2011;inc.;receive;healthcare,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc563,e154,1,-1,6,Bank__Steel_Shares_Lift_Bourse,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,acquire;index;green;billion;rates;overseas;continued;section;shares;gained;wednesday;stock;yen;rise;tokyo;buying;ltd.;unchanged.;vivitar;cross,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc564,e154,1,-1,6,Cook__O_Meara_Take_Lead_In_Best_Ball_Golfing_Event,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,$700000;second;course.;monday;competitors;bradley;amateur;winner;ghost;champions;shot;ridge;teams;4-under-par;raya;markita;vanesa;gregorio;golf;split,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc566,e154,1,-1,6,Blue_Chips_Lead_Bourse_Higher,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,shaw;niugini;index;subindex;mountain;cents;said;australian;bank's;higher;climbed;dow;overseas;receipts;rose;confirmed;market;futures;bank;gold,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc573,e154,1,-1,6,Continued_Losses_in_the_U.S._Worry_Investors_in_Eu,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,automated;fell;index;lower;global;technical;dow;stocks;savings-and-loan;swiss;shares;stock;market;jones;european;43;declined;dutch;trading;world,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc582,e154,1,-1,6,Americas_Stocks_Close_Lower__Following_Wall_Street,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,sector;0.22;fell;index;lower;technology;lost;investors;concern;dow;shares;new;stock;jones;market;americas;losses;prices;friday.;world,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc593,e154,1,-1,6,Docks_Takeover_Leads_to_Buying,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,insurer;reported;francs.;million;traders;selling;said;however;francs;production;share.;shares;gained;paris;rose;share;sales;recently;france;worth,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc596,e154,1,-1,6,Drag_Racer_Johnson_Is_Killed_After_Crash_in_Qualif,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,car;control;blaine;300;going;jona;national;ind.;qualifying;vastpress;suffered;went;died;clermont;2011;fuel;saturday;nhra;points;blake,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc603,e154,1,-1,6,Braves_Earn_Win_at_Home_Before_Starting_Long_Road_,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,games;fell;bunt;manager;single;walked;braves;lead;clifford;double;struck;hits;innings;seven;starter;baseball;expos;trip;run-scoring;fielder,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc607,e154,1,-1,6,Arbitrage_Selling_Weakens_Shares,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,index;analysts;fell;lost;said;reluctant;second;344;buy;investors;climbed;dow;concerns;street's;volatility;shares;yen;issues;wall;average,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc608,e154,1,-1,6,Americas_Stocks_End_Higher;_Economy_Hopes_Boost_Me,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,spurred;index;yacyreta;argentina;dow;brazilian;stocks;privatize;shares;argentina;market;jones;stock;americas;thursday;recently;speculation;expectations;privatization;world,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc616,e154,1,-1,6,Crime_Takes_a_Dip,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,percent;lower;individual;national;decline;declines;good;decreased.the;crime;type;evenly.;theft;fbi;.3;time;declined;crime;statewide;crimes;marking,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc619,e154,1,-1,6,Codiites_Should_Steer_Clear_Of_the_Convention_Empo,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,billy;president;edition;beefy;change;white;lock;sporting;suzi;chance;house;avoid;gorton;button;elephants;patriotic;codi;2011;hiroko;purse,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc620,e154,1,-1,6,Asian_Stock_Prices_Tumble_In_Wake_of_Wall_Street_s,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,index;fell;selling;street;falling;dow;lower.;stocks;monday.;rose;sent;rising;market;jones;stock;led;day.;issues;wall;world,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc621,e154,1,-1,6,Dead_Fish_Reported_in_River,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,different;smell;shore;reports;feel;reported;wondered;fish;concern;something;received.;loud;resident;biting''.;area;accumulations;here.'';vast;dead;plainville,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc627,e154,1,-1,6,Dow_Had_Rough_Trek_To_Break_1000_in_1972,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,1972.;americans;nifty;said;passed;hames;xerox;1974.;vietnam;occurred;stocks;close;industrials;barrier;trujillo;popular;2011;day;1000;average,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc631,e154,1,-1,6,Analysis_Jimmie_Abeyta__Politics_as_Daytime_Talk_S,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,television;americans;viewers;felled;political;branden;convention;actor;people;planners;politics;washington;performances'';deputy;chicago;reanna;conventions;doctors;soap;jami,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc637,e154,1,-1,6,Associated_Press_College_Football_Top_25,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,805;(1-0);texas;colorado;state;georgia;(0-0);tech;stanford;4.;michigan;toledo;15.;carolina;florida;60;2;arizona;virginia;kansas,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc643,e154,1,-1,6,Comic_Convention_Comes_to_Town,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,lace;host;comic;collar;conducted;convention;shocked;city;center;applicas;diodes;escorts;mayor's;enjoy;dog;fully;light;coat;cashmere;earrings,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc658,e154,1,-1,6,Consumer_Confidence_Rises__Signaling_Economy_s_Str,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,jobs;said;nearly;confidence;board;consumer;research;optimism;business;conditions;rose;expected;new;rising;slightly;month;current;july.;points;conference,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc661,e154,1,-1,6,British_Open_Scores,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,67;69;77;68;davina;37-36;37-37;37-35;36-35;markita;38-34;36-34;70;71;35-32;72;73;74;75;76,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc664,e154,1,-1,6,Battered_Rand_Spooks_Investors,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,mining;fell;traders;index;million;44.00;cents;heavyweight;rand.;monday;stocks;new;level;industrial;largely;dollar;rand;gold;low;trading,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc669,e154,1,-1,6,Autodesk_s_Net_Drops_by_60%__As_Sales_in_Europe_Sl,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,million;lower;cents;said;autodesk;share;60%;million;shares;excluding;approved;time;stock;market;charge.;declined;sales;company;2011;closed,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
doc670,e154,1,-1,6,Cisco_Will_Acquire_Granite_In__220_Million_Stock_D,Americas_Stocks_End_Lower;_Political_Unrest_Hurts_,197,systems;consulting;billion;technology;maker;nasdaq;high-speed;data;switching;mr.;networks;cisco;atm;stock;area;peace;cisco;inc.;ability;granite,united;copper;72;states;(0-0);england;71;states.;73;tobacco;74;mexican;heroin;asianpress;won;philip;office;75;depot;aetna
